id,name,now_cost,position,team,ict_index_rank,transfers_in,news_added,threat_rank_type,cost_change_start_fall,red_cards,transfers_in_event,web_name,expected_goal_involvements_per_90,form_rank,minutes,goals_scored,value_season,chance_of_playing_next_round,threat_rank,expected_goals_per_90,goals_conceded_per_90,points_per_game,direct_freekicks_order,selected_rank_type,expected_assists,form,selected_rank,influence_rank_type,dreamteam_count,selected_by_percent,cost_change_start,clean_sheets_per_90,influence_rank,saves,ict_index,transfers_out,bps,expected_goals_conceded_per_90,ep_next,news,assists,expected_goals,expected_goal_involvements,status,form_rank_type,now_cost_rank_type,clean_sheets,expected_goals_conceded,creativity,starts_per_90,points_per_game_rank,starts,cost_change_event_fall,now_cost_rank,influence,points_per_game_rank_type,value_form,goals_conceded,ict_index_rank_type,saves_per_90,cost_change_event,threat,expected_assists_per_90,own_goals,event_points,chance_of_playing_this_round,corners_and_indirect_freekicks_order,transfers_out_event,yellow_cards,creativity_rank,creativity_rank_type,total_points,in_dreamteam,bonus,ep_this,penalties_order
478,Ashley Phillips,40,DEF,Spurs,403,8361,2024-08-26T10:10:07.966773Z,117,0,0,3841,A.Phillips,0.0,400,0,0,0.0,0.0,326,0.0,0.0,0.0,,99,0.00,0.0,266,144,0,0.4,0,0.0,395,0,0.0,17326,0,0.0,0.0,Loaned to Stoke City,0,0.00,0.00,u,140,203,0,0.00,0.0,0.0,400,0,0,632,0.0,140,0.0,0,144,0.0,0,0.0,0.0,0,0,,,12454,0,383,143,0,False,0,0.0,
479,Brandon Austin,40,GKP,Spurs,364,8299,,15,0,0,5404,Austin,0.0,360,0,0,0.0,,285,0.0,0.0,0.0,,36,0.00,0.0,254,36,0,0.5,0,0.0,356,0,0.0,4965,0,0.0,-0.5,,0,0.00,0.00,a,35,53,0,0.00,0.0,0.0,360,0,0,587,0.0,35,0.0,0,36,0.0,0,0.0,0.0,0,0,,,3082,0,344,17,0,False,0,0.0,
480,Rodrigo Bentancur,50,MID,Spurs,175,2443,2024-08-19T23:00:06.174776Z,43,0,0,267,Bentancur,0.37,307,77,0,0.2,100.0,68,0.32,1.17,1.0,,144,0.04,0.5,404,105,0,0.1,0,0.0,233,0,4.4,13255,15,1.05,0.0,,0,0.27,0.31,a,156,135,0,0.90,4.8,1.17,271,1,0,211,9.8,139,0.1,1,88,0.0,0,29.0,0.05,0,0,0.0,,5322,1,198,119,1,False,0,0.0,
481,Lucas Bergvall,45,MID,Spurs,183,25529,,104,0,0,15485,Bergvall,0.86,230,23,0,0.4,,180,0.23,0.0,1.0,,66,0.16,1.0,195,97,0,0.9,0,0.0,218,0,4.2,19472,10,0.47,0.5,,0,0.06,0.22,a,116,284,0,0.12,24.4,0.0,246,0,0,514,12.8,120,0.2,0,91,0.0,0,5.0,0.63,0,1,,4.0,13751,0,84,65,2,False,0,1.0,
482,Yves Bissouma,50,MID,Spurs,124,34978,2024-08-15T16:30:05.742335Z,94,0,0,34462,Bissouma,0.18,58,71,1,1.8,100.0,158,0.13,0.0,9.0,4.0,85,0.04,4.5,259,27,0,0.5,0,1.27,55,0,5.7,10593,40,1.27,4.0,,0,0.10,0.14,a,28,149,1,1.00,6.5,1.27,6,1,0,231,43.8,4,0.9,0,74,0.0,0,7.0,0.05,0,9,100.0,,6805,0,184,113,9,False,1,4.5,
483,Bryan Gil Salvatierra,50,MID,Spurs,577,0,2024-07-31T11:08:25.895794Z,243,0,0,0,Bryan,0.0,575,0,0,0.0,0.0,554,0.0,0.0,0.0,,287,0.00,0.0,631,250,0,0.0,0,0.0,570,0,0.0,99,0,0.0,0.0,On loan to Girona for the season,0,0.00,0.00,u,255,158,0,0.00,0.0,0.0,575,0,0,245,0.0,255,0.0,0,256,0.0,0,0.0,0.0,0,0,0.0,,34,0,573,256,0,False,0,0.0,
484,Ben Davies,45,DEF,Spurs,445,2127,,155,0,0,1079,Davies,0.0,443,0,0,0.0,,383,0.0,0.0,0.0,,126,0.00,0.0,347,175,0,0.2,0,0.0,437,0,0.0,6082,0,0.0,-0.5,,0,0.00,0.00,a,171,66,0,0.00,0.0,0.0,443,0,0,372,0.0,171,0.0,0,175,0.0,0,0.0,0.0,0,0,,,3320,0,432,174,0,False,0,0.0,
485,Alfie Devine,45,MID,Spurs,504,2489,,180,0,0,1544,Devine,0.0,503,0,0,0.0,,461,0.0,0.0,0.0,,156,0.00,0.0,434,196,0,0.1,0,0.0,496,0,0.0,3171,0,0.0,-0.5,,0,0.00,0.00,a,204,256,0,0.00,0.0,0.0,503,0,0,478,0.0,204,0.0,0,203,0.0,0,0.0,0.0,0,0,,,1806,0,496,204,0,False,0,0.0,
486,Radu Drăgușin,44,DEF,Spurs,431,1392,,142,1,0,703,Dragusin,0.0,429,0,0,0.0,,357,0.0,0.0,0.0,,130,0.00,0.0,358,167,0,0.2,-1,0.0,423,0,0.0,7342,0,0.0,-0.5,,0,0.00,0.00,a,163,150,0,0.00,0.0,0.0,429,0,1,550,0.0,163,0.0,0,167,0.0,-1,0.0,0.0,0,0,,,3768,0,412,166,0,False,0,0.0,
487,Emerson Leite de Souza Junior,45,DEF,Spurs,468,0,2024-08-13T07:06:12.490889Z,174,0,0,0,E.Royal,0.0,467,0,0,0.0,0.0,416,0.0,0.0,0.0,,196,0.00,0.0,585,190,0,0.0,0,0.0,460,0,0.0,1959,0,0.0,0.0,Transferred to AC Milan,0,0.00,0.00,u,187,104,0,0.00,0.0,0.0,467,0,0,425,0.0,187,0.0,0,190,0.0,0,0.0,0.0,0,0,0.0,,465,0,458,189,0,False,0,0.0,
488,Fraser Forster,45,GKP,Spurs,433,1445,,36,0,0,743,Forster,0.0,431,0,0,0.0,,361,0.0,0.0,0.0,,52,0.00,0.0,332,56,0,0.2,0,0.0,425,0,0.0,5219,0,0.0,-0.5,,0,0.00,0.00,a,56,11,0,0.00,0.0,0.0,431,0,0,341,0.0,56,0.0,0,56,0.0,0,0.0,0.0,0,0,,,2688,0,415,38,0,False,0,0.0,
489,Archie Gray,49,MID,Spurs,288,2614,,227,1,0,1205,Gray,0.03,238,30,0,0.4,,527,0.0,0.0,1.0,,115,0.01,1.0,344,120,0,0.2,-1,0.0,253,0,1.0,7616,5,0.36,0.5,,0,0.00,0.01,a,122,220,0,0.12,2.6,0.0,266,0,1,335,7.2,136,0.2,0,141,0.0,-1,0.0,0.03,0,1,,,4343,0,234,136,2,False,0,1.0,
490,Pierre-Emile Højbjerg,50,MID,Spurs,563,0,2024-07-23T11:58:08.802970Z,230,0,0,0,Højbjerg,0.0,561,0,0,0.0,0.0,533,0.0,0.0,0.0,3.0,278,0.00,0.0,620,241,0,0.0,0,0.0,556,0,0.0,358,0,0.0,0.0,On loan to Marseille for the season,0,0.00,0.00,u,246,122,0,0.00,0.0,0.0,561,0,0,194,0.0,246,0.0,0,247,0.0,0,0.0,0.0,0,0,0.0,,86,0,556,246,0,False,0,0.0,
491,Brennan Johnson,64,MID,Spurs,88,8033,,17,1,0,2548,Johnson,0.22,120,167,0,0.8,,34,0.16,0.54,2.5,,82,0.11,2.5,243,93,0,0.6,-1,0.54,212,0,7.6,23600,11,1.02,2.0,,0,0.30,0.41,a,53,46,1,1.90,16.8,1.08,121,2,1,66,14.2,54,0.4,1,61,0.0,-1,45.0,0.06,0,3,,,14397,0,112,79,5,False,0,2.5,
492,Dejan Kulusevski,64,MID,Spurs,59,32725,,40,1,0,21140,Kulusevski,0.33,96,77,0,1.1,,65,0.0,0.0,3.5,,47,0.28,3.5,141,55,0,2.0,-1,1.17,137,0,10.8,83347,21,1.31,3.0,,1,0.00,0.28,a,39,47,1,1.12,50.1,1.17,99,1,1,67,28.0,40,0.5,0,39,0.0,-1,30.0,0.33,0,6,,3.0,35643,0,32,28,7,False,0,3.5,
493,Giovani Lo Celso,49,MID,Spurs,549,2022,,218,1,0,1302,Lo Celso,0.0,549,0,0,0.0,,511,0.0,0.0,0.0,,163,0.00,0.0,453,233,0,0.1,-1,0.0,542,0,0.0,4192,0,0.0,-0.5,,0,0.00,0.00,a,240,206,0,0.00,0.0,0.0,549,0,1,312,0.0,240,0.0,0,239,0.0,-1,0.0,0.0,0,0,,,2259,0,541,240,0,False,0,0.0,
494,James Maddison,75,MID,Spurs,9,140440,,16,0,0,71133,Maddison,1.03,40,156,0,1.5,,33,0.25,0.58,5.5,2.0,26,1.36,5.5,76,7,0,5.2,0,0.58,18,0,21.0,105291,50,1.1,5.0,,2,0.43,1.79,a,21,10,1,1.90,94.6,1.15,44,2,0,16,70.2,23,0.7,1,7,0.0,0,46.0,0.78,0,6,,1.0,72034,0,4,4,11,False,0,5.5,2.0
495,Pedro Porro,55,DEF,Spurs,16,493123,2024-08-19T23:00:06.196679Z,14,0,0,328037,Pedro Porro,0.28,11,180,1,2.7,100.0,89,0.06,0.5,7.5,1.0,2,0.43,7.5,6,4,1,35.9,0,0.5,15,0,17.8,341779,51,0.98,7.0,,0,0.12,0.55,a,2,12,1,1.96,80.8,1.0,12,2,0,130,75.2,2,1.4,1,1,0.0,0,22.0,0.22,0,6,100.0,,177427,0,11,2,15,True,1,7.5,
496,Sergio Reguilón,44,DEF,Spurs,422,1641,,136,1,0,999,Reguilón,0.0,419,0,0,0.0,,347,0.0,0.0,0.0,,120,0.00,0.0,330,161,0,0.2,-1,0.0,414,0,0.0,9865,0,0.0,-0.5,,0,0.00,0.00,a,157,143,0,0.00,0.0,0.0,419,0,1,539,0.0,157,0.0,0,161,0.0,-1,0.0,0.0,0,0,,,5080,0,402,160,0,False,0,0.0,
497,Richarlison de Andrade,70,FWD,Spurs,287,41429,2024-08-30T13:30:05.834602Z,30,0,0,8276,Richarlison,0.68,265,25,0,0.3,0.0,162,0.68,0.0,1.0,,32,0.00,1.0,189,25,0,1.0,0,0.0,287,0,1.1,60950,4,0.22,0.0,Muscle injury - Unknown return date,0,0.19,0.19,i,30,12,0,0.06,2.2,0.0,316,0,0,26,3.2,34,0.1,0,31,0.0,0,7.0,0.0,0,1,,,38858,0,244,27,2,False,0,1.0,2.0
498,Cristian Romero,51,DEF,Spurs,23,369195,,1,-1,0,337292,Romero,0.47,10,180,1,3.1,,23,0.31,0.5,8.0,,16,0.33,8.0,50,2,1,8.9,1,0.5,13,0,15.5,92697,66,1.01,7.5,,0,0.62,0.95,a,1,19,1,2.02,20.2,1.0,11,2,-1,181,76.6,1,1.6,1,2,0.0,1,58.0,0.16,0,14,,,57637,0,99,19,16,True,2,8.0,
499,Pape Matar Sarr,50,MID,Spurs,208,3149,,90,0,0,788,P.M.Sarr,0.05,194,100,0,0.6,,149,0.01,0.9,1.5,,114,0.04,1.5,340,102,0,0.2,0,0.0,226,0,3.5,8229,13,0.81,1.0,,0,0.01,0.05,a,95,170,0,0.90,16.1,0.9,200,1,0,261,10.8,98,0.3,1,103,0.0,0,8.0,0.04,0,1,,,5193,0,120,84,3,False,0,1.5,
500,Dane Scarlett,45,FWD,Spurs,495,0,2024-08-14T08:32:58.295903Z,38,0,0,0,Scarlett,0.0,494,0,0,0.0,0.0,451,0.0,0.0,0.0,,55,0.00,0.0,405,40,0,0.1,0,0.0,487,0,0.0,7474,0,0.0,0.0,Loaned to Oxford United,0,0.00,0.00,u,42,67,0,0.00,0.0,0.0,494,0,0,468,0.0,42,0.0,0,41,0.0,0,0.0,0.0,0,0,0.0,,2319,0,487,40,0,False,0,0.0,
502,Manor Solomon,54,MID,Spurs,607,480,2024-08-29T11:11:30.036154Z,267,1,0,245,Solomon,0.0,603,0,0,0.0,0.0,593,0.0,0.0,0.0,,203,0.00,0.0,511,269,0,0.1,-1,0.0,603,0,0.0,2555,0,0.0,0.0,Season long loan to Leeds United,0,0.00,0.00,u,272,106,0,0.00,0.0,0.0,603,0,1,169,0.0,272,0.0,0,273,0.0,-1,0.0,0.0,0,0,,,1453,0,604,273,0,False,0,0.0,
503,Son Heung-min,100,MID,Spurs,12,231979,,11,0,0,198966,Son,0.76,7,180,2,1.8,,14,0.58,0.5,9.0,,14,0.35,9.0,44,5,1,10.3,0,0.5,8,0,20.2,211490,73,0.98,8.5,,0,1.17,1.52,a,4,3,1,1.96,48.0,1.0,8,2,0,4,88.4,5,0.9,1,10,0.0,0,65.0,0.18,0,16,,,110849,0,37,32,18,True,3,9.0,1.0
504,Djed Spence,45,DEF,Spurs,296,463,,71,0,0,224,Spence,0.0,219,18,0,0.4,,225,0.0,0.0,1.0,,168,0.00,1.0,452,101,0,0.1,0,0.0,275,0,0.8,2216,8,0.3,0.5,,0,0.00,0.00,a,67,99,0,0.06,2.4,0.0,234,0,0,419,3.8,78,0.2,0,99,0.0,0,2.0,0.0,0,1,,,1129,0,238,74,2,False,0,1.0,
505,Destiny Udogie,50,DEF,Spurs,161,49261,,23,0,0,25743,Udogie,0.04,76,162,0,1.6,,121,0.0,0.56,4.0,,34,0.07,4.0,96,70,0,3.7,0,0.56,176,0,4.6,59144,32,1.12,3.5,,0,0.00,0.07,a,26,32,1,2.02,12.0,1.11,79,2,0,265,20.6,28,0.8,1,50,0.0,0,14.0,0.04,0,6,,,34125,0,161,39,8,False,0,4.0,
506,Micky van de Ven,45,DEF,Spurs,120,224578,,187,0,0,193938,Van de Ven,0.03,37,180,0,2.4,,455,0.0,0.5,5.5,,19,0.06,5.5,56,9,0,8.1,0,0.5,50,0,6.0,91425,51,1.01,5.0,,1,0.00,0.06,a,11,124,1,2.02,14.5,1.0,41,2,0,472,45.4,13,1.2,1,27,0.0,0,0.0,0.03,0,9,,,61125,0,139,33,11,False,0,5.5,
507,Alejo Véliz,50,FWD,Spurs,592,0,2024-08-10T12:19:41.352153Z,55,0,0,0,Veliz,0.0,588,0,0,0.0,0.0,576,0.0,0.0,0.0,,71,0.00,0.0,606,56,0,0.0,0,0.0,585,0,0.0,637,0,0.0,0.0,Loaned to Espanyol,0,0.00,0.00,u,56,57,0,0.00,0.0,0.0,588,0,0,281,0.0,56,0.0,0,57,0.0,0,0.0,0.0,0,0,0.0,,171,0,589,57,0,False,0,0.0,
508,Guglielmo Vicario,50,GKP,Spurs,195,49163,,62,0,0,29694,Vicario,0.0,72,180,0,1.6,,538,0.0,0.5,4.0,,14,0.00,4.0,91,13,0,4.1,0,0.5,74,3,3.9,61235,46,1.01,3.5,,0,0.00,0.00,a,7,8,1,2.02,0.0,1.0,75,2,0,205,39.0,7,0.8,1,13,1.5,0,0.0,0.0,0,6,,,35458,0,560,62,8,False,0,4.0,
509,Timo Werner,64,MID,Spurs,285,1819,,120,1,0,714,Werner,0.15,330,12,0,0.2,,211,0.0,0.0,1.0,,116,0.02,0.5,346,148,0,0.2,-1,0.0,298,0,1.2,12026,3,0.9,0.0,,0,0.00,0.02,a,172,40,0,0.12,5.8,0.0,311,0,1,60,2.2,166,0.1,0,139,0.0,-1,4.0,0.15,0,0,,,7011,0,187,116,1,False,0,0.5,
510,Alfie Whiteman,40,GKP,Spurs,355,23458,,12,0,0,14949,Whiteman,0.0,352,0,0,0.0,,276,0.0,0.0,0.0,,23,0.00,0.0,155,33,0,1.6,0,0.0,347,0,0.0,13233,0,0.0,-0.5,,0,0.00,0.00,a,32,50,0,0.00,0.0,0.0,352,0,0,577,0.0,32,0.0,0,33,0.0,0,0.0,0.0,0,0,,,8039,0,335,14,0,False,0,0.0,
609,Will Lankshear,45,FWD,Spurs,527,37019,,40,0,0,27325,Lankshear,0.0,526,0,0,0.0,,487,0.0,0.0,0.0,,39,0.00,0.0,231,42,0,0.6,0,0.0,519,0,0.0,15375,0,0.0,-0.5,,0,0.00,0.00,a,44,70,0,0.00,0.0,0.0,526,0,0,510,0.0,44,0.0,0,43,0.0,0,0.0,0.0,0,0,,,10840,0,519,42,0,False,0,0.0,
610,Mikey Moore,45,MID,Spurs,509,9275,,185,0,0,5684,Moore,0.0,508,0,0,0.0,,466,0.0,0.0,0.0,,117,0.00,0.0,348,201,0,0.2,0,0.0,501,0,0.0,6028,0,0.0,-0.5,,0,0.00,0.00,a,209,262,0,0.00,0.0,0.0,508,0,0,484,0.0,209,0.0,0,208,0.0,0,0.0,0.0,0,0,,,4004,0,501,209,0,False,0,0.0,
612,Wilson Odobert,55,MID,Spurs,204,3171,,67,0,0,2613,Odobert,0.11,210,65,0,0.5,,111,0.07,0.0,3.0,,208,0.03,1.5,518,124,0,0.1,0,1.38,259,0,3.7,1188,4,1.38,1.0,,0,0.05,0.08,a,109,90,1,1.00,15.2,1.38,107,1,0,146,6.2,42,0.3,0,100,0.0,0,16.0,0.04,0,3,,,866,0,133,91,3,False,0,1.5,
388,Aaron Wan-Bissaka,45,DEF,West Ham,310,17836,,164,0,0,10687,Wan-Bissaka,0.0,282,28,0,0.2,,401,0.0,0.0,1.0,,57,0.00,0.5,150,100,0,1.8,0,0.0,270,0,0.4,40264,4,1.8,-0.5,,0,0.00,0.00,a,93,83,0,0.56,0.1,0.0,232,0,0,399,4.2,77,0.1,0,103,0.0,0,0.0,0.0,0,1,,,20189,0,313,105,1,False,0,0.5,
511,Edson Álvarez Velázquez,50,MID,West Ham,292,1552,2024-08-12T14:30:04.746384Z,142,0,0,1417,Álvarez,1.66,309,12,0,0.2,100.0,251,0.08,0.0,1.0,,164,0.21,0.5,454,129,0,0.1,0,0.0,269,0,0.9,3399,2,0.22,-0.5,,0,0.01,0.22,a,158,142,0,0.03,3.2,0.0,274,0,0,222,4.4,141,0.1,0,144,0.0,0,1.0,1.58,0,1,50.0,,993,0,221,132,1,False,0,0.2,
512,Michail Antonio,55,FWD,West Ham,254,32593,,19,0,0,13955,Antonio,0.49,154,133,0,0.7,,81,0.48,0.68,2.0,,27,0.01,2.0,167,61,0,1.4,0,0.68,609,0,2.2,46803,2,1.73,1.0,,0,0.71,0.72,a,14,31,1,2.55,4.4,1.35,159,2,0,103,0.0,14,0.4,1,26,0.0,0,25.0,0.01,0,2,,,26933,0,205,20,4,False,0,2.0,
513,Alphonse Areola,45,GKP,West Ham,237,88515,,41,0,0,61262,Areola,0.0,82,180,0,1.6,,373,0.0,1.0,3.5,,9,0.00,3.5,49,19,0,9.2,0,0.5,146,3,2.6,106848,29,1.69,2.5,,0,0.00,0.00,a,9,16,1,3.38,0.0,1.0,85,2,0,355,25.8,9,0.8,2,19,1.5,0,0.0,0.0,0,6,,,68928,0,424,43,7,False,0,3.5,
514,Jarrod Bowen,75,MID,West Ham,25,50737,,53,0,0,34429,Bowen,0.24,52,162,1,1.3,,85,0.06,0.56,5.0,,22,0.32,5.0,67,21,0,6.1,0,0.56,42,0,15.4,155490,29,1.73,4.0,,0,0.10,0.42,a,27,11,1,3.11,79.9,1.11,56,2,0,17,51.8,29,0.7,1,17,0.0,0,23.0,0.18,0,8,,2.0,76000,0,12,10,10,False,0,5.0,4.0
515,Maxwel Cornet,49,MID,West Ham,542,366,,214,1,0,231,Cornet,0.0,543,0,0,0.0,,505,0.0,0.0,0.0,,241,0.00,0.0,560,228,0,0.0,-1,0.0,535,0,0.0,1080,0,0.0,-1.0,,0,0.00,0.00,a,236,195,0,0.00,0.0,0.0,543,0,1,299,0.0,236,0.0,0,234,0.0,-1,0.0,0.0,0,0,,,548,0,534,235,0,False,0,0.0,
516,Vladimír Coufal,45,DEF,West Ham,214,11097,,76,0,0,8221,Coufal,0.07,85,146,0,1.6,,250,0.01,1.23,3.5,,74,0.10,3.5,202,78,0,0.9,0,0.62,189,0,3.3,12910,16,1.7,2.5,,0,0.02,0.12,a,29,69,1,2.75,16.2,1.23,88,2,0,380,18.0,31,0.8,2,72,0.0,0,1.0,0.06,0,6,,,7018,0,117,23,7,False,0,3.5,
517,Aaron Cresswell,40,DEF,West Ham,342,31114,2024-08-30T04:00:05.718151Z,78,0,0,20783,Cresswell,0.0,267,1,0,0.2,25.0,263,0.0,0.0,1.0,,48,0.00,0.5,130,107,0,2.3,0,0.0,334,0,0.0,43908,3,2.7,-0.1,Hamstring injury - 25% chance of playing,0,0.00,0.00,d,79,154,0,0.03,0.0,0.0,220,0,0,559,0.0,65,0.1,0,107,0.0,0,0.0,0.0,0,1,,3.0,26964,0,322,106,1,False,0,0.5,
519,George Earthy,45,MID,West Ham,498,0,2024-08-16T11:57:26.531525Z,174,0,0,0,Earthy,0.0,497,0,0,0.0,0.0,454,0.0,0.0,0.0,,190,0.00,0.0,492,190,0,0.1,0,0.0,490,0,0.0,4164,0,0.0,0.0,Loaned to Bristol City,0,0.00,0.00,u,198,250,0,0.00,0.0,0.0,497,0,0,471,0.0,198,0.0,0,197,0.0,0,0.0,0.0,0,0,0.0,,1282,0,490,198,0,False,0,0.0,
520,Emerson Palmieri dos Santos,45,DEF,West Ham,164,10045,,19,0,0,6275,Emerson,0.04,83,178,0,1.6,,106,0.02,1.01,3.5,,79,0.03,3.5,217,60,0,0.7,0,0.51,159,0,4.5,10687,32,1.69,2.5,,0,0.04,0.07,a,28,61,1,3.35,4.1,1.01,86,2,0,364,24.2,30,0.8,2,53,0.0,0,17.0,0.02,0,6,,,6183,0,206,61,7,False,0,3.5,
521,Łukasz Fabiański,40,GKP,West Ham,340,113194,,4,0,0,73567,Fabianski,0.0,338,0,0,0.0,,261,0.0,0.0,0.0,,5,0.00,0.0,32,25,0,12.8,0,0.0,332,0,0.0,99800,0,0.0,-1.0,,0,0.00,0.00,a,24,42,0,0.00,0.0,0.0,338,0,0,557,0.0,24,0.0,0,25,0.0,0,0.0,0.0,0,0,,,63880,0,320,6,0,False,0,0.0,
522,Wes Foderingham,45,GKP,West Ham,438,590,,40,0,0,353,Foderingham,0.0,435,0,0,0.0,,371,0.0,0.0,0.0,,56,0.00,0.0,394,57,0,0.2,0,0.0,430,0,0.0,3222,0,0.0,-1.0,,0,0.00,0.00,a,57,15,0,0.00,0.0,0.0,435,0,0,352,0.0,57,0.0,0,57,0.0,0,0.0,0.0,0,0,,,1538,0,422,42,0,False,0,0.0,
523,Danny Ings,50,FWD,West Ham,257,30164,,24,0,0,14877,Ings,4.5,305,5,0,0.2,,108,4.5,0.0,1.0,,31,0.00,0.5,184,24,0,1.1,0,0.0,286,0,2.1,34526,2,1.26,-0.5,,0,0.25,0.25,a,32,45,0,0.07,0.3,0.0,267,0,0,189,3.2,25,0.1,0,27,0.0,0,17.0,0.0,0,0,,,20861,0,305,34,1,False,0,0.5,
524,Max Kilman,45,DEF,West Ham,54,135839,,42,0,0,132524,Kilman,0.07,18,180,0,2.9,,168,0.03,1.0,6.5,,50,0.08,6.5,132,6,1,2.3,0,0.5,17,0,10.9,31138,49,1.69,5.5,,1,0.06,0.14,a,4,82,1,3.38,32.3,1.0,19,2,0,398,70.4,4,1.4,2,8,0.0,0,6.0,0.04,0,12,,,25928,0,62,7,13,False,3,6.5,
525,Mohammed Kudus,64,MID,West Ham,79,55063,,36,1,0,17864,Kudus,0.4,121,177,0,0.8,,60,0.08,1.02,2.5,,20,0.63,2.5,63,89,0,6.5,-1,0.51,207,0,8.2,253620,20,1.7,1.5,,0,0.16,0.79,a,54,48,1,3.35,36.3,1.02,122,2,1,68,15.0,55,0.4,2,55,0.0,-1,31.0,0.32,0,3,,,167037,0,53,44,5,False,0,2.5,
526,Luis Guilherme Lira dos Santos,49,MID,West Ham,561,454,,228,1,0,381,L.Guilherme,0.0,559,0,0,0.0,,528,0.0,0.0,0.0,,239,0.00,0.0,558,239,0,0.0,-1,0.0,554,0,0.0,1329,0,0.0,-1.0,,0,0.00,0.00,a,244,221,0,0.00,0.0,0.0,559,0,1,336,0.0,244,0.0,0,245,0.0,-1,0.0,0.0,0,0,,,684,0,551,244,0,False,0,0.0,
527,Lucas Tolentino Coelho de Lima,60,MID,West Ham,65,82555,,49,0,0,28978,L.Paquetá,0.54,61,163,1,1.5,,78,0.51,0.55,4.5,,44,0.06,4.5,137,20,0,2.1,0,0.55,38,0,10.4,64666,34,1.72,3.5,,0,0.92,0.98,a,31,55,1,3.11,24.8,1.1,64,2,0,81,53.4,32,0.8,1,45,0.0,0,26.0,0.03,0,3,,,46744,1,83,64,9,False,0,4.5,1.0
528,Konstantinos Mavropanos,45,DEF,West Ham,105,3275,,53,0,0,2709,Mavropanos,0.01,55,180,0,2.0,,192,0.01,1.0,4.5,,145,0.00,4.5,388,7,0,0.2,0,0.5,24,0,6.6,2202,43,1.69,3.5,,0,0.02,0.02,a,14,102,1,3.38,1.1,1.0,59,2,0,422,60.8,16,1.0,2,19,0.0,0,4.0,0.0,0,8,,,1202,0,271,89,9,False,2,4.5,
529,Nayef Aguerd,44,DEF,West Ham,423,1183,,137,1,0,626,N.Aguerd,0.0,420,0,0,0.0,,348,0.0,0.0,0.0,,155,0.00,0.0,418,162,0,0.1,-1,0.0,415,0,0.0,4739,0,0.0,-1.0,,0,0.00,0.00,a,158,144,0,0.00,0.0,0.0,420,0,1,540,0.0,158,0.0,0,162,0.0,-1,0.0,0.0,0,0,,,2298,0,403,161,0,False,0,0.0,
530,Tomáš Souček,50,MID,West Ham,29,126103,,9,0,0,103165,Souček,0.79,19,167,1,2.6,,12,0.67,1.08,6.5,,33,0.22,6.5,103,34,0,3.2,0,0.54,73,0,14.3,51740,36,1.81,5.5,,1,1.25,1.47,a,11,145,1,3.35,35.6,1.08,20,2,0,225,39.4,12,1.3,2,20,0.0,0,68.0,0.12,0,8,,,38081,1,55,46,13,False,1,6.5,
531,James Ward-Prowse,64,MID,West Ham,307,5004,,282,1,0,2320,Ward-Prowse,0.0,329,16,0,0.2,,624,0.0,5.62,1.0,1.0,57,0.00,0.5,175,138,0,1.2,-1,0.0,283,0,0.5,70117,3,1.52,-0.5,,0,0.00,0.00,a,171,38,0,0.27,1.4,0.0,310,0,1,58,3.4,165,0.1,1,154,0.0,-1,0.0,0.0,0,0,,1.0,42047,0,262,152,1,False,0,0.5,2.0
532,Kurt Zouma,44,DEF,West Ham,411,4001,,125,1,0,2380,Zouma,0.0,408,0,0,0.0,,336,0.0,0.0,0.0,,97,0.00,0.0,260,150,0,0.5,-1,0.0,403,0,0.0,16414,0,0.0,-1.0,,0,0.00,0.00,a,146,131,0,0.00,0.0,0.0,408,0,1,527,0.0,146,0.0,0,150,0.0,-1,0.0,0.0,0,0,,,8148,0,391,149,0,False,0,0.0,
576,Andy Irving,49,MID,West Ham,551,157,,220,1,0,78,Irving,0.0,551,0,0,0.0,,515,0.0,0.0,0.0,,252,0.00,0.0,575,234,0,0.0,-1,0.0,544,0,0.0,708,0,0.0,-1.0,,0,0.00,0.00,a,241,208,0,0.00,0.0,0.0,551,0,1,317,0.0,241,0.0,0,240,0.0,-1,0.0,0.0,0,0,,,381,0,543,241,0,False,0,0.0,
587,Crysencio Summerville,59,MID,West Ham,177,8364,,102,1,0,2653,Summerville,0.9,325,17,0,0.2,,177,0.0,5.29,1.0,,77,0.17,0.5,228,118,0,0.6,-1,0.0,249,0,4.4,43977,9,1.43,-0.5,,0,0.00,0.17,a,168,61,0,0.27,29.4,0.0,306,0,1,96,8.2,162,0.1,1,89,0.0,-1,6.0,0.9,0,0,,,26447,0,73,59,1,False,0,0.5,
588,Guido Rodríguez,50,MID,West Ham,248,1946,,107,0,0,1271,G.Rodríguez,0.04,114,174,0,1.0,,183,0.02,1.03,2.5,,168,0.03,2.5,462,87,0,0.1,0,0.52,204,0,2.3,2043,26,1.71,1.5,,0,0.04,0.07,a,48,132,1,3.31,2.4,1.03,115,2,0,207,15.2,49,0.5,2,119,0.0,0,5.0,0.02,0,3,,,1284,0,239,138,5,False,0,2.5,
