Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Metovir,Antiviral,Capsule,272 mg,Amgen Inc.,Infection,Over-the-Counter
Clarimycin,Antifungal,Ointment,593 mg,GlaxoSmithKline plc,Wound,Prescription
Clarivir,Antiseptic,Syrup,361 mg,Novartis AG,Depression,Prescription
Cefstatin,Antiviral,Injection,170 mg,Novo Nordisk A/S,Virus,Prescription
Ibupromet,Antiviral,Inhaler,596 mg,Johnson & Johnson,Depression,Prescription
Clariprofen,Antiseptic,Inhaler,379 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Amoxicillin,Antidepressant,Ointment,196 mg,Roche Holding AG,Infection,Prescription
Cefmycin,Antiseptic,Ointment,420 mg,AbbVie Inc.,Depression,Over-the-Counter
Dextrovir,Antifungal,Tablet,373 mg,CSL Limited,Pain,Over-the-Counter
Ibupronazole,Antidiabetic,Capsule,860 mg,Bayer AG,Infection,Over-the-Counter
Cefmet,Antiseptic,Ointment,32 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Dextrovir,Antifungal,Syrup,294 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Cefvir,Antibiotic,Tablet,541 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Amoxivir,Antiviral,Tablet,765 mg,Biogen Inc.,Virus,Over-the-Counter
Dolostatin,Antiseptic,Drops,605 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Amoxinazole,Antipyretic,Injection,721 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Ibupromycin,Antibiotic,Ointment,741 mg,Pfizer Inc.,Fungus,Over-the-Counter
Acetomet,Antibiotic,Injection,933 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Dolophen,Antiviral,Tablet,346 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Clarivir,Antifungal,Injection,410 mg,Biogen Inc.,Fever,Over-the-Counter
Clariphen,Antifungal,Ointment,880 mg,CSL Limited,Infection,Over-the-Counter
Acetocillin,Antidiabetic,Drops,745 mg,Sanofi S.A.,Depression,Prescription
Acetomet,Analgesic,Tablet,451 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dolostatin,Antiviral,Inhaler,117 mg,Sanofi S.A.,Infection,Over-the-Counter
Dextromycin,Antipyretic,Cream,732 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Claricillin,Antiviral,Drops,581 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Acetostatin,Analgesic,Inhaler,963 mg,Amgen Inc.,Diabetes,Over-the-Counter
Amoxicillin,Antifungal,Ointment,933 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dextrocillin,Antiviral,Syrup,275 mg,AstraZeneca plc,Fungus,Prescription
Dextromycin,Antidepressant,Injection,85 mg,Bayer AG,Pain,Over-the-Counter
Acetophen,Antipyretic,Inhaler,1 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Claristatin,Antiseptic,Cream,808 mg,Novartis AG,Pain,Prescription
Amoxivir,Antidiabetic,Inhaler,122 mg,Eli Lilly and Company,Virus,Over-the-Counter
Amoxicillin,Antifungal,Injection,633 mg,"Gilead Sciences, Inc.",Virus,Prescription
Acetostatin,Antiseptic,Tablet,595 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Cefphen,Antiseptic,Injection,175 mg,AstraZeneca plc,Depression,Prescription
Dextrophen,Antiseptic,Injection,737 mg,Bristol-Myers Squibb Company,Virus,Prescription
Ibupromet,Analgesic,Cream,181 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Acetonazole,Antipyretic,Capsule,635 mg,AstraZeneca plc,Fungus,Over-the-Counter
Amoximet,Antiseptic,Capsule,186 mg,Roche Holding AG,Depression,Over-the-Counter
Clarimycin,Analgesic,Drops,799 mg,Roche Holding AG,Infection,Prescription
Ibuprocillin,Antiviral,Drops,401 mg,CSL Limited,Virus,Over-the-Counter
Amoximycin,Antiviral,Syrup,600 mg,Eli Lilly and Company,Fever,Prescription
Ibuprovir,Antipyretic,Injection,922 mg,Sanofi S.A.,Infection,Over-the-Counter
Amoxiprofen,Antiviral,Injection,603 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Cefmycin,Antiviral,Ointment,709 mg,Biogen Inc.,Fever,Over-the-Counter
Clarimet,Antiseptic,Injection,672 mg,Biogen Inc.,Pain,Prescription
Amoxistatin,Antifungal,Injection,852 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Acetomet,Analgesic,Cream,251 mg,AstraZeneca plc,Fungus,Prescription
Metonazole,Antiviral,Capsule,314 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Metoprofen,Antiseptic,Syrup,563 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Acetomet,Antiseptic,Capsule,846 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Metophen,Antibiotic,Injection,717 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Clarimet,Analgesic,Drops,383 mg,Amgen Inc.,Fever,Over-the-Counter
Cefstatin,Antidiabetic,Ointment,281 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Amoxicillin,Analgesic,Syrup,141 mg,Eli Lilly and Company,Infection,Prescription
Dextrophen,Analgesic,Inhaler,612 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Dolophen,Antidepressant,Tablet,297 mg,GlaxoSmithKline plc,Fever,Prescription
Dolomet,Antiseptic,Tablet,244 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Ibupronazole,Antibiotic,Tablet,191 mg,Eli Lilly and Company,Infection,Over-the-Counter
Acetonazole,Antidepressant,Capsule,443 mg,Novartis AG,Pain,Over-the-Counter
Cefmycin,Antifungal,Drops,322 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Acetocillin,Antibiotic,Capsule,570 mg,Novartis AG,Fungus,Prescription
Metoprofen,Antifungal,Inhaler,111 mg,Novo Nordisk A/S,Fungus,Prescription
Acetoprofen,Antibiotic,Syrup,469 mg,Novartis AG,Diabetes,Over-the-Counter
Dextroprofen,Antibiotic,Inhaler,985 mg,Pfizer Inc.,Wound,Over-the-Counter
Metostatin,Antifungal,Syrup,586 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Ibupronazole,Analgesic,Inhaler,791 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Amoxiphen,Antidiabetic,Drops,655 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Dextrophen,Antiseptic,Capsule,305 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Amoxiprofen,Antifungal,Drops,613 mg,Roche Holding AG,Diabetes,Prescription
Acetoprofen,Antidepressant,Syrup,298 mg,Eli Lilly and Company,Fungus,Prescription
Acetomet,Analgesic,Capsule,357 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Cefvir,Antipyretic,Cream,61 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Clariphen,Antiseptic,Cream,318 mg,"Merck & Co., Inc.",Virus,Prescription
Metomycin,Antipyretic,Injection,203 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Amoxicillin,Antipyretic,Syrup,613 mg,Pfizer Inc.,Fungus,Prescription
Amoxicillin,Antipyretic,Ointment,799 mg,Sanofi S.A.,Fever,Over-the-Counter
Ibuprocillin,Antiviral,Cream,838 mg,AbbVie Inc.,Wound,Prescription
Dextromet,Analgesic,Ointment,873 mg,Amgen Inc.,Infection,Over-the-Counter
Ibuprocillin,Antiviral,Drops,769 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Ibuprovir,Antiviral,Capsule,921 mg,Amgen Inc.,Infection,Prescription
Cefprofen,Antidiabetic,Cream,565 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Dolocillin,Antipyretic,Capsule,170 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Dextrocillin,Antidiabetic,Capsule,173 mg,Bayer AG,Virus,Over-the-Counter
Amoxivir,Antiseptic,Inhaler,976 mg,Roche Holding AG,Pain,Over-the-Counter
Dextrocillin,Antipyretic,Drops,172 mg,Eli Lilly and Company,Pain,Prescription
Amoximet,Antiviral,Inhaler,72 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Dextrophen,Antidiabetic,Capsule,455 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Ibupronazole,Antiseptic,Tablet,307 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Metovir,Antiviral,Tablet,667 mg,CSL Limited,Virus,Prescription
Dextromet,Antidiabetic,Drops,705 mg,Bayer AG,Pain,Prescription
Acetoprofen,Antipyretic,Syrup,474 mg,Amgen Inc.,Wound,Prescription
Amoxinazole,Antipyretic,Capsule,976 mg,Pfizer Inc.,Virus,Over-the-Counter
Amoxiphen,Antidiabetic,Inhaler,69 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Metostatin,Antifungal,Syrup,824 mg,"Merck & Co., Inc.",Virus,Prescription
Amoxiprofen,Antidiabetic,Syrup,173 mg,Biogen Inc.,Fungus,Over-the-Counter
Ibuprophen,Antipyretic,Ointment,647 mg,Novartis AG,Virus,Prescription
Dextrocillin,Antiviral,Cream,284 mg,Bayer AG,Fungus,Prescription
Clarinazole,Antiviral,Injection,225 mg,Novartis AG,Virus,Over-the-Counter
Metomet,Antidepressant,Injection,354 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Cefcillin,Antifungal,Injection,123 mg,Eli Lilly and Company,Depression,Prescription
Metomet,Antipyretic,Tablet,974 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Cefstatin,Antifungal,Tablet,157 mg,Bayer AG,Fungus,Prescription
Metomet,Antipyretic,Cream,621 mg,Biogen Inc.,Virus,Over-the-Counter
Acetovir,Analgesic,Drops,819 mg,Roche Holding AG,Fungus,Over-the-Counter
Cefprofen,Analgesic,Syrup,152 mg,Biogen Inc.,Fungus,Over-the-Counter
Amoximycin,Antiseptic,Syrup,488 mg,Bayer AG,Infection,Over-the-Counter
Metophen,Antipyretic,Drops,496 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dextroprofen,Antifungal,Drops,333 mg,Biogen Inc.,Wound,Prescription
Acetoprofen,Antidiabetic,Ointment,953 mg,AbbVie Inc.,Infection,Over-the-Counter
Cefvir,Antibiotic,Tablet,359 mg,Biogen Inc.,Virus,Prescription
Cefcillin,Antifungal,Syrup,132 mg,Bayer AG,Pain,Over-the-Counter
Metomet,Antiseptic,Injection,713 mg,AbbVie Inc.,Virus,Prescription
Dolomet,Antidiabetic,Syrup,439 mg,Johnson & Johnson,Fever,Prescription
Cefvir,Antidepressant,Drops,838 mg,AstraZeneca plc,Depression,Prescription
Ibuproprofen,Antidepressant,Ointment,216 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Amoxicillin,Antiseptic,Injection,670 mg,AbbVie Inc.,Infection,Over-the-Counter
Acetonazole,Analgesic,Cream,375 mg,Novartis AG,Virus,Over-the-Counter
Cefstatin,Antifungal,Syrup,740 mg,Bayer AG,Pain,Prescription
Acetonazole,Antiseptic,Ointment,472 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Amoximycin,Antibiotic,Cream,773 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Acetoprofen,Antidiabetic,Inhaler,458 mg,Novartis AG,Fungus,Over-the-Counter
Dolocillin,Analgesic,Syrup,237 mg,Novartis AG,Virus,Over-the-Counter
Acetonazole,Antibiotic,Capsule,91 mg,Pfizer Inc.,Wound,Prescription
Ibuprostatin,Antidiabetic,Syrup,35 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Ibuprostatin,Antiseptic,Capsule,842 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Dextrovir,Antiviral,Capsule,534 mg,Amgen Inc.,Wound,Over-the-Counter
Dextromet,Antibiotic,Injection,629 mg,AstraZeneca plc,Fever,Over-the-Counter
Ibuprocillin,Antidepressant,Tablet,949 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Acetocillin,Antifungal,Drops,214 mg,Johnson & Johnson,Virus,Over-the-Counter
Dextronazole,Analgesic,Capsule,301 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Ibuprovir,Antiviral,Drops,547 mg,Roche Holding AG,Infection,Over-the-Counter
Amoxivir,Analgesic,Tablet,384 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Acetocillin,Antibiotic,Ointment,603 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Metoprofen,Antifungal,Drops,648 mg,AbbVie Inc.,Wound,Over-the-Counter
Dextrophen,Antidepressant,Cream,498 mg,CSL Limited,Fever,Prescription
Metomet,Antipyretic,Cream,763 mg,Pfizer Inc.,Wound,Prescription
Ibuprostatin,Antidiabetic,Inhaler,701 mg,AbbVie Inc.,Fever,Over-the-Counter
Cefprofen,Antibiotic,Tablet,60 mg,Johnson & Johnson,Depression,Prescription
Dolomycin,Analgesic,Ointment,613 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Dolocillin,Antiviral,Drops,617 mg,"Merck & Co., Inc.",Virus,Prescription
Amoximycin,Antifungal,Injection,756 mg,Johnson & Johnson,Infection,Prescription
Dextromycin,Antiseptic,Inhaler,203 mg,Bristol-Myers Squibb Company,Virus,Prescription
Clarinazole,Analgesic,Drops,317 mg,Biogen Inc.,Fungus,Over-the-Counter
Cefmet,Antibiotic,Inhaler,328 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dextromycin,Antidepressant,Tablet,161 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Clariphen,Antiseptic,Syrup,614 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Acetoprofen,Antidiabetic,Capsule,154 mg,Novartis AG,Virus,Prescription
Ibupromycin,Antiviral,Drops,654 mg,Roche Holding AG,Pain,Over-the-Counter
Metophen,Antiviral,Ointment,391 mg,Amgen Inc.,Depression,Prescription
Ibuprocillin,Antiviral,Syrup,528 mg,Novartis AG,Fever,Prescription
Clarivir,Analgesic,Syrup,317 mg,Bayer AG,Fever,Over-the-Counter
Metoprofen,Antibiotic,Cream,885 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Cefnazole,Antifungal,Capsule,775 mg,CSL Limited,Diabetes,Over-the-Counter
Claricillin,Antiseptic,Injection,136 mg,Amgen Inc.,Depression,Over-the-Counter
Metoprofen,Antiviral,Drops,287 mg,Novartis AG,Wound,Over-the-Counter
Cefcillin,Antidepressant,Syrup,642 mg,AbbVie Inc.,Pain,Over-the-Counter
Acetomet,Antibiotic,Cream,935 mg,Amgen Inc.,Fungus,Prescription
Amoximycin,Antifungal,Cream,323 mg,AstraZeneca plc,Fungus,Prescription
Dolomycin,Antiviral,Injection,478 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Clarimet,Antipyretic,Tablet,835 mg,Novartis AG,Fungus,Prescription
Acetomet,Antidepressant,Syrup,40 mg,Amgen Inc.,Pain,Prescription
Dextrostatin,Antifungal,Capsule,29 mg,AstraZeneca plc,Fungus,Over-the-Counter
Metophen,Antidepressant,Tablet,925 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Acetomet,Antiseptic,Drops,29 mg,AstraZeneca plc,Wound,Over-the-Counter
Ibuprostatin,Antiviral,Injection,934 mg,Bayer AG,Infection,Prescription
Acetovir,Analgesic,Cream,515 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Dextrostatin,Antipyretic,Syrup,701 mg,AbbVie Inc.,Depression,Prescription
Dextromycin,Antidiabetic,Capsule,237 mg,CSL Limited,Pain,Over-the-Counter
Metophen,Antifungal,Injection,188 mg,Novo Nordisk A/S,Pain,Prescription
Amoxicillin,Antidepressant,Injection,9 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dextromet,Antidepressant,Ointment,475 mg,Novo Nordisk A/S,Virus,Prescription
Dextronazole,Antipyretic,Drops,922 mg,AstraZeneca plc,Wound,Over-the-Counter
Clariprofen,Antiviral,Tablet,411 mg,Sanofi S.A.,Wound,Over-the-Counter
Ibupromycin,Antiviral,Inhaler,545 mg,Johnson & Johnson,Virus,Over-the-Counter
Metocillin,Antiviral,Syrup,783 mg,Novartis AG,Infection,Over-the-Counter
Ibuprocillin,Antiviral,Syrup,435 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Doloprofen,Antidepressant,Capsule,558 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Metovir,Antipyretic,Capsule,981 mg,Pfizer Inc.,Virus,Prescription
Dextrocillin,Antiseptic,Inhaler,267 mg,Pfizer Inc.,Fungus,Over-the-Counter
Claricillin,Antidepressant,Tablet,526 mg,Johnson & Johnson,Infection,Over-the-Counter
Metostatin,Antibiotic,Injection,349 mg,Pfizer Inc.,Infection,Prescription
Dolostatin,Antidepressant,Inhaler,206 mg,"Merck & Co., Inc.",Depression,Prescription
Cefphen,Antifungal,Drops,352 mg,Bristol-Myers Squibb Company,Virus,Prescription
Metostatin,Analgesic,Syrup,413 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Acetophen,Antipyretic,Drops,781 mg,AstraZeneca plc,Wound,Over-the-Counter
Acetomycin,Antiviral,Inhaler,870 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Ibuprovir,Antifungal,Inhaler,278 mg,Novo Nordisk A/S,Infection,Prescription
Dextrostatin,Antidepressant,Capsule,44 mg,Amgen Inc.,Wound,Prescription
Metonazole,Antiseptic,Injection,137 mg,Novo Nordisk A/S,Virus,Prescription
Dolomet,Analgesic,Ointment,406 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Ibuprovir,Antidiabetic,Ointment,727 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Acetocillin,Antiviral,Ointment,617 mg,AbbVie Inc.,Fever,Prescription
Dolomet,Antipyretic,Cream,289 mg,Sanofi S.A.,Fever,Prescription
Dextrophen,Analgesic,Tablet,129 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Ibupronazole,Analgesic,Inhaler,922 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Acetovir,Antifungal,Ointment,388 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Amoxicillin,Antifungal,Inhaler,757 mg,Roche Holding AG,Wound,Over-the-Counter
Dolomet,Antidiabetic,Inhaler,918 mg,Johnson & Johnson,Depression,Over-the-Counter
Cefstatin,Antifungal,Ointment,503 mg,Pfizer Inc.,Pain,Prescription
Clariprofen,Antiseptic,Injection,87 mg,Novartis AG,Diabetes,Over-the-Counter
Amoxinazole,Antipyretic,Cream,703 mg,AstraZeneca plc,Virus,Over-the-Counter
Metomet,Antibiotic,Injection,501 mg,CSL Limited,Depression,Over-the-Counter
Cefphen,Antidepressant,Inhaler,496 mg,Sanofi S.A.,Fever,Over-the-Counter
Ibupromet,Antifungal,Drops,257 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Acetomet,Antidiabetic,Injection,276 mg,Eli Lilly and Company,Infection,Over-the-Counter
Dextrophen,Analgesic,Syrup,883 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Dolovir,Antifungal,Ointment,891 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Ibuprocillin,Antibiotic,Cream,361 mg,Roche Holding AG,Wound,Prescription
Ibupromet,Antidiabetic,Inhaler,722 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Acetovir,Analgesic,Cream,961 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Amoxicillin,Antidepressant,Cream,368 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Ibuprostatin,Antiviral,Tablet,219 mg,Novartis AG,Fungus,Over-the-Counter
Dextrostatin,Analgesic,Injection,659 mg,Pfizer Inc.,Diabetes,Prescription
Cefstatin,Analgesic,Drops,844 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Metocillin,Analgesic,Inhaler,477 mg,Johnson & Johnson,Wound,Prescription
Doloprofen,Analgesic,Drops,976 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Dextroprofen,Antidepressant,Drops,988 mg,Amgen Inc.,Pain,Prescription
Dextrovir,Antiseptic,Injection,334 mg,AstraZeneca plc,Virus,Prescription
Cefstatin,Analgesic,Injection,142 mg,Bayer AG,Depression,Over-the-Counter
Cefmet,Antidepressant,Tablet,904 mg,AstraZeneca plc,Pain,Prescription
Acetoprofen,Antipyretic,Ointment,307 mg,Biogen Inc.,Diabetes,Prescription
Acetomycin,Antidiabetic,Syrup,872 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Metomet,Antifungal,Drops,447 mg,Novo Nordisk A/S,Virus,Prescription
Amoxiprofen,Analgesic,Drops,722 mg,Bristol-Myers Squibb Company,Fever,Prescription
Clariprofen,Antidiabetic,Cream,726 mg,Novartis AG,Infection,Prescription
Metovir,Antidepressant,Inhaler,319 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Cefphen,Analgesic,Inhaler,233 mg,"Merck & Co., Inc.",Wound,Prescription
Acetonazole,Antipyretic,Drops,250 mg,Novartis AG,Infection,Prescription
Acetocillin,Antidiabetic,Ointment,762 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Dextroprofen,Antifungal,Drops,669 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Dolomet,Antiseptic,Tablet,735 mg,GlaxoSmithKline plc,Fever,Prescription
Metocillin,Antidiabetic,Tablet,765 mg,GlaxoSmithKline plc,Diabetes,Prescription
Dextromet,Analgesic,Ointment,620 mg,CSL Limited,Infection,Prescription
Ibuprovir,Antibiotic,Ointment,2 mg,AstraZeneca plc,Pain,Over-the-Counter
Amoxicillin,Antidepressant,Cream,841 mg,Johnson & Johnson,Depression,Prescription
Metoprofen,Antibiotic,Inhaler,669 mg,Bristol-Myers Squibb Company,Infection,Prescription
Amoximet,Antiseptic,Syrup,161 mg,Novartis AG,Diabetes,Over-the-Counter
Dolonazole,Antiseptic,Ointment,771 mg,GlaxoSmithKline plc,Fever,Prescription
Dextrostatin,Analgesic,Injection,512 mg,Eli Lilly and Company,Wound,Over-the-Counter
Ibuprophen,Antiseptic,Cream,769 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Dextrovir,Antiviral,Injection,90 mg,Biogen Inc.,Fever,Prescription
Cefcillin,Antipyretic,Ointment,389 mg,Pfizer Inc.,Fever,Prescription
Dolomet,Antiviral,Inhaler,345 mg,Biogen Inc.,Infection,Prescription
Dextromycin,Antidepressant,Drops,184 mg,AbbVie Inc.,Virus,Prescription
Dextromet,Antibiotic,Inhaler,448 mg,Eli Lilly and Company,Pain,Prescription
Dolovir,Antidepressant,Drops,347 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Ibuprostatin,Antipyretic,Ointment,203 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Cefvir,Antiseptic,Tablet,907 mg,Novartis AG,Infection,Prescription
Metovir,Antidepressant,Drops,741 mg,GlaxoSmithKline plc,Fever,Prescription
Cefnazole,Antifungal,Tablet,90 mg,Biogen Inc.,Diabetes,Prescription
Metophen,Antipyretic,Tablet,8 mg,Amgen Inc.,Virus,Over-the-Counter
Amoximet,Antidepressant,Drops,476 mg,Pfizer Inc.,Wound,Over-the-Counter
Acetomet,Antidiabetic,Injection,979 mg,Sanofi S.A.,Depression,Over-the-Counter
Metomet,Analgesic,Ointment,768 mg,AbbVie Inc.,Infection,Prescription
Metonazole,Antipyretic,Inhaler,317 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Metovir,Antidepressant,Injection,720 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Ibuprovir,Analgesic,Tablet,119 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Dextrostatin,Antifungal,Cream,361 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Metoprofen,Analgesic,Drops,624 mg,AstraZeneca plc,Wound,Over-the-Counter
Dolostatin,Antibiotic,Injection,234 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Clarimycin,Antidepressant,Ointment,615 mg,Sanofi S.A.,Infection,Prescription
Ibuprostatin,Antidiabetic,Injection,683 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Dextromycin,Analgesic,Drops,403 mg,Roche Holding AG,Pain,Prescription
Ibupromycin,Antifungal,Drops,824 mg,Sanofi S.A.,Pain,Prescription
Acetomycin,Antidiabetic,Injection,385 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Ibuprophen,Antiseptic,Syrup,357 mg,Amgen Inc.,Pain,Prescription
Clarimet,Antibiotic,Tablet,877 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Clarimycin,Antibiotic,Inhaler,247 mg,Amgen Inc.,Pain,Prescription
Dextromet,Antiviral,Inhaler,106 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Dolophen,Antidepressant,Inhaler,85 mg,Roche Holding AG,Infection,Over-the-Counter
Clarinazole,Antiseptic,Inhaler,821 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Cefnazole,Antiseptic,Injection,942 mg,Sanofi S.A.,Wound,Prescription
Ibuprocillin,Antibiotic,Syrup,138 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Dextrovir,Antidepressant,Cream,296 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Cefphen,Antifungal,Tablet,745 mg,Novo Nordisk A/S,Depression,Prescription
