species,size,fragrance,height_cm
shoeblack plant,large,none,79.39
hibiscus,large,none,164.06
hibiscus,large,none,172.33
hibiscus,large,none,150.8
shoeblack plant,large,none,97.8
rose,medium,mild,85.63
hibiscus,large,none,104.38
hibiscus,large,none,120.84
shoeblack plant,medium,mild,113.44
shoeblack plant,medium,none,124.91
shoeblack plant,large,none,52.32
hibiscus,large,none,182.42
shoeblack plant,medium,none,68.28
shoeblack plant,large,mild,95.79
rose,medium,strong,58.93
rose,medium,strong,88.79
shoeblack plant,medium,mild,97.34
rose,medium,strong,64.55
hibiscus,large,none,191.55
shoeblack plant,medium,mild,56.16
hibiscus,large,none,118.17
hibiscus,large,none,180.95
shoeblack plant,medium,mild,74.26
rose,small,strong,68.74
rose,small,mild,32.54
shoeblack plant,medium,mild,58.6
hibiscus,large,none,108.29
hibiscus,large,none,115.81
hibiscus,large,none,160.08
rose,medium,strong,67.04
rose,small,mild,71.32
shoeblack plant,large,none,149.0
hibiscus,large,none,110.94
hibiscus,large,none,133.08
rose,medium,strong,62.29
shoeblack plant,large,none,126.45
shoeblack plant,large,mild,70.09
hibiscus,large,none,126.27
rose,medium,mild,52.61
rose,small,strong,86.67
rose,small,mild,97.57
hibiscus,large,none,136.71
shoeblack plant,medium,mild,118.48
rose,medium,mild,67.73
hibiscus,large,none,144.98
hibiscus,large,none,148.93
shoeblack plant,large,mild,130.32
rose,small,mild,80.76
hibiscus,large,none,193.24
shoeblack plant,large,none,122.45
hibiscus,large,none,193.21
shoeblack plant,large,mild,98.57
shoeblack plant,large,none,80.23
hibiscus,large,none,122.92
hibiscus,large,none,138.39
hibiscus,large,none,115.77
hibiscus,large,none,105.56
shoeblack plant,large,mild,118.0
rose,medium,strong,38.14
shoeblack plant,medium,mild,80.04
hibiscus,large,none,173.23
shoeblack plant,medium,mild,142.2
rose,small,strong,47.64
shoeblack plant,large,mild,148.04
rose,small,strong,94.14
rose,medium,mild,85.47
rose,medium,strong,88.24
shoeblack plant,medium,none,92.42
rose,small,mild,82.61
shoeblack plant,large,mild,78.74
hibiscus,large,none,140.31
shoeblack plant,medium,mild,102.03
shoeblack plant,large,mild,58.72
rose,small,mild,60.89
hibiscus,large,none,129.48
hibiscus,large,none,123.71
shoeblack plant,large,none,53.93
shoeblack plant,medium,mild,135.98
shoeblack plant,large,mild,79.15
shoeblack plant,large,none,115.79
shoeblack plant,medium,none,107.6
hibiscus,large,none,144.19
rose,medium,mild,40.39
shoeblack plant,large,none,81.95
shoeblack plant,medium,mild,148.89
hibiscus,large,none,134.96
shoeblack plant,large,none,57.08
shoeblack plant,medium,mild,104.73
shoeblack plant,large,none,58.25
shoeblack plant,medium,mild,69.53
hibiscus,large,none,126.11
rose,medium,mild,98.69
shoeblack plant,large,none,66.79
shoeblack plant,large,none,139.34
shoeblack plant,large,mild,148.06
hibiscus,large,none,125.96
rose,small,mild,72.99
shoeblack plant,large,mild,133.27
hibiscus,large,none,188.5
shoeblack plant,large,mild,95.25
shoeblack plant,medium,none,123.71
hibiscus,large,none,158.17
shoeblack plant,medium,none,132.77
rose,small,strong,62.32
shoeblack plant,large,none,102.57
rose,small,mild,81.7
rose,medium,strong,55.68
shoeblack plant,large,mild,106.02
hibiscus,large,none,120.59
hibiscus,large,none,113.33
shoeblack plant,medium,none,122.54
hibiscus,large,none,109.27
rose,small,mild,30.62
shoeblack plant,large,mild,84.44
shoeblack plant,medium,none,147.85
shoeblack plant,large,mild,62.32
rose,small,strong,85.08
rose,medium,strong,96.42
rose,medium,strong,87.8
shoeblack plant,large,mild,108.29
rose,small,mild,49.78
rose,medium,strong,30.14
hibiscus,large,none,114.16
rose,medium,mild,98.23
hibiscus,large,none,132.74
hibiscus,large,none,171.92
shoeblack plant,large,none,105.87
shoeblack plant,medium,none,124.14
shoeblack plant,large,mild,107.88
shoeblack plant,medium,none,144.11
rose,medium,mild,45.12
shoeblack plant,large,mild,111.41
hibiscus,large,none,147.36
shoeblack plant,medium,mild,62.71
shoeblack plant,large,mild,79.87
rose,small,strong,60.44
shoeblack plant,large,mild,60.61
hibiscus,large,none,134.72
shoeblack plant,medium,none,95.98
rose,small,mild,34.84
shoeblack plant,large,none,83.12
rose,small,mild,36.44
rose,medium,mild,85.51
hibiscus,large,none,169.81
shoeblack plant,medium,mild,59.57
hibiscus,large,none,198.58
hibiscus,large,none,140.04
rose,small,mild,35.91
shoeblack plant,large,none,72.25
shoeblack plant,medium,none,73.39
hibiscus,large,none,125.54
rose,small,mild,35.27
rose,medium,mild,96.6
hibiscus,large,none,179.36
hibiscus,large,none,150.92
rose,medium,mild,90.45
rose,medium,strong,82.84
shoeblack plant,large,mild,95.96
hibiscus,large,none,194.07
shoeblack plant,medium,mild,122.67
hibiscus,large,none,150.39
rose,medium,strong,98.61
rose,medium,mild,70.05
hibiscus,large,none,109.37
rose,small,strong,50.54
shoeblack plant,medium,none,132.04
rose,small,mild,40.09
rose,small,mild,32.5
shoeblack plant,medium,none,116.82
rose,small,strong,36.66
rose,medium,mild,97.48
rose,small,strong,46.51
hibiscus,large,none,102.05
shoeblack plant,large,none,102.99
shoeblack plant,medium,none,61.03
hibiscus,large,none,105.41
hibiscus,large,none,171.1
hibiscus,large,none,131.31
rose,small,mild,89.54
shoeblack plant,large,mild,142.17
shoeblack plant,medium,mild,127.74
hibiscus,large,none,124.85
hibiscus,large,none,118.11
shoeblack plant,medium,mild,68.28
shoeblack plant,medium,none,140.7
hibiscus,large,none,176.43
rose,small,strong,80.28
shoeblack plant,medium,mild,102.82
shoeblack plant,medium,none,100.7
hibiscus,large,none,163.19
rose,medium,mild,68.12
shoeblack plant,large,mild,116.68
hibiscus,large,none,142.09
shoeblack plant,large,none,58.35
shoeblack plant,large,mild,71.62
rose,medium,mild,51.75
hibiscus,large,none,178.44
hibiscus,large,none,111.35
hibiscus,large,none,191.44
hibiscus,large,none,133.18
shoeblack plant,large,none,124.02
shoeblack plant,large,none,73.57
rose,medium,strong,49.25
shoeblack plant,medium,none,138.59
rose,small,strong,85.47
shoeblack plant,large,mild,128.2
rose,small,mild,83.84
rose,medium,mild,74.03
rose,small,strong,88.5
hibiscus,large,none,126.57
rose,medium,mild,81.39
shoeblack plant,large,none,92.37
shoeblack plant,medium,mild,65.64
rose,medium,strong,96.75
hibiscus,large,none,192.14
shoeblack plant,large,none,68.42
hibiscus,large,none,176.29
rose,small,strong,82.88
rose,medium,strong,89.65
hibiscus,large,none,167.8
shoeblack plant,large,none,57.15
hibiscus,large,none,165.41
shoeblack plant,large,mild,101.7
hibiscus,large,none,162.4
rose,small,mild,31.01
hibiscus,large,none,135.64
shoeblack plant,large,mild,88.21
hibiscus,large,none,115.13
shoeblack plant,medium,mild,59.6
rose,medium,mild,52.98
rose,medium,mild,65.82
hibiscus,large,none,108.86
rose,small,mild,96.63
rose,medium,strong,65.07
rose,small,mild,76.68
shoeblack plant,medium,none,132.98
rose,small,mild,77.75
shoeblack plant,medium,mild,118.95
rose,small,mild,92.62
rose,small,mild,52.8
hibiscus,large,none,187.54
shoeblack plant,medium,none,98.09
rose,small,strong,79.81
shoeblack plant,medium,none,137.4
rose,small,strong,55.83
shoeblack plant,large,mild,149.38
hibiscus,large,none,152.77
rose,medium,mild,88.66
rose,medium,mild,31.83
shoeblack plant,medium,mild,121.26
rose,medium,mild,45.97
rose,medium,mild,98.82
rose,small,mild,36.09
rose,medium,mild,95.55
shoeblack plant,large,mild,148.42
rose,small,mild,88.93
hibiscus,large,none,143.65
hibiscus,large,none,153.46
shoeblack plant,large,none,70.28
shoeblack plant,medium,mild,134.88
rose,small,strong,41.5
rose,medium,mild,49.67
hibiscus,large,none,183.5
hibiscus,large,none,114.83
rose,medium,mild,49.95
shoeblack plant,large,none,144.52
hibiscus,large,none,132.73
hibiscus,large,none,144.88
shoeblack plant,medium,none,53.98
rose,small,mild,44.84
shoeblack plant,medium,none,82.08
hibiscus,large,none,191.03
rose,small,strong,73.95
hibiscus,large,none,199.45
hibiscus,large,none,106.4
hibiscus,large,none,163.4
hibiscus,large,none,144.79
shoeblack plant,medium,none,64.18
rose,small,strong,32.92
rose,small,mild,82.37
shoeblack plant,medium,none,145.87
shoeblack plant,medium,none,64.66
shoeblack plant,medium,mild,92.63
rose,medium,strong,76.67
hibiscus,large,none,149.08
hibiscus,large,none,134.69
hibiscus,large,none,117.84
shoeblack plant,medium,mild,84.01
rose,small,strong,37.8
hibiscus,large,none,167.81
shoeblack plant,large,none,55.89
shoeblack plant,large,none,72.82
rose,medium,mild,60.89
hibiscus,large,none,181.81
rose,medium,mild,45.37
hibiscus,large,none,124.4
shoeblack plant,large,none,60.44
rose,medium,strong,86.49
shoeblack plant,large,none,89.91
shoeblack plant,medium,mild,148.45
hibiscus,large,none,114.07
shoeblack plant,large,mild,105.81
hibiscus,large,none,125.07
shoeblack plant,medium,mild,121.28
hibiscus,large,none,152.67
hibiscus,large,none,100.41
rose,small,mild,95.58
shoeblack plant,medium,mild,125.67
shoeblack plant,large,mild,84.8
hibiscus,large,none,105.5
shoeblack plant,large,none,119.46
shoeblack plant,large,none,68.24
shoeblack plant,medium,none,80.5
hibiscus,large,none,199.29
hibiscus,large,none,103.26
hibiscus,large,none,194.53
rose,small,mild,73.82
hibiscus,large,none,182.32
rose,medium,mild,37.24
hibiscus,large,none,114.55
rose,medium,mild,40.4
hibiscus,large,none,105.41
rose,medium,strong,76.04
rose,medium,strong,32.32
shoeblack plant,large,mild,55.62
hibiscus,large,none,173.48
shoeblack plant,large,mild,71.8
shoeblack plant,medium,none,141.4
shoeblack plant,medium,none,108.73
rose,medium,strong,35.61
rose,medium,strong,93.78
shoeblack plant,medium,none,114.67
hibiscus,large,none,134.34
shoeblack plant,medium,mild,100.04
hibiscus,large,none,113.69
shoeblack plant,medium,none,128.83
shoeblack plant,medium,none,70.44
hibiscus,large,none,191.5
shoeblack plant,large,none,126.32
hibiscus,large,none,124.84
rose,medium,mild,79.15
hibiscus,large,none,113.14
shoeblack plant,large,mild,56.38
hibiscus,large,none,189.42
hibiscus,large,none,126.54
shoeblack plant,medium,mild,112.48
rose,small,strong,55.03
hibiscus,large,none,110.19
rose,small,mild,72.2
hibiscus,large,none,170.81
rose,small,mild,70.37
rose,medium,strong,53.74
hibiscus,large,none,187.0
shoeblack plant,large,mild,96.81
shoeblack plant,large,mild,117.6
rose,small,mild,69.56
shoeblack plant,medium,none,120.16
shoeblack plant,large,none,60.77
hibiscus,large,none,142.38
shoeblack plant,large,mild,146.79
rose,small,mild,59.54
shoeblack plant,medium,mild,145.86
hibiscus,large,none,193.68
rose,small,mild,68.13
hibiscus,large,none,177.55
rose,medium,mild,60.33
rose,medium,strong,70.26
hibiscus,large,none,158.85
rose,small,mild,63.45
rose,medium,mild,48.76
shoeblack plant,large,mild,56.4
rose,medium,strong,57.76
rose,small,mild,56.57
shoeblack plant,large,none,99.4
hibiscus,large,none,154.85
rose,medium,mild,90.87
rose,small,mild,75.46
shoeblack plant,medium,none,77.8
hibiscus,large,none,160.16
rose,medium,strong,86.56
hibiscus,large,none,165.28
shoeblack plant,large,mild,53.28
rose,medium,mild,60.61
rose,small,mild,61.71
shoeblack plant,large,none,132.99
rose,small,mild,31.23
rose,medium,mild,64.18
rose,small,mild,30.8
rose,medium,mild,46.56
hibiscus,large,none,192.67
hibiscus,large,none,186.84
hibiscus,large,none,118.45
shoeblack plant,medium,none,64.19
hibiscus,large,none,107.87
hibiscus,large,none,176.51
hibiscus,large,none,153.09
shoeblack plant,large,mild,66.9
rose,small,mild,96.67
hibiscus,large,none,116.57
shoeblack plant,medium,none,131.05
rose,small,strong,34.86
shoeblack plant,large,none,145.06
shoeblack plant,large,mild,107.19
rose,medium,mild,82.59
hibiscus,large,none,141.1
shoeblack plant,medium,mild,125.51
rose,medium,strong,94.71
shoeblack plant,medium,mild,65.52
shoeblack plant,medium,none,121.96
shoeblack plant,large,none,119.39
shoeblack plant,medium,mild,128.73
shoeblack plant,medium,mild,144.54
hibiscus,large,none,188.31
rose,small,strong,93.94
shoeblack plant,large,none,72.06
rose,small,strong,84.12
rose,medium,strong,64.49
shoeblack plant,medium,none,139.77
shoeblack plant,large,none,57.53
rose,medium,strong,62.93
shoeblack plant,medium,mild,144.48
hibiscus,large,none,199.23
hibiscus,large,none,164.32
shoeblack plant,medium,mild,60.27
shoeblack plant,large,none,99.04
rose,small,mild,42.8
hibiscus,large,none,128.44
rose,small,strong,75.6
shoeblack plant,large,mild,149.76
shoeblack plant,large,mild,73.14
hibiscus,large,none,199.61
shoeblack plant,medium,none,135.17
shoeblack plant,large,none,130.75
hibiscus,large,none,176.67
shoeblack plant,large,mild,128.09
rose,small,mild,71.15
rose,medium,strong,61.96
rose,medium,mild,94.61
hibiscus,large,none,137.38
hibiscus,large,none,198.15
rose,medium,mild,61.5
shoeblack plant,medium,mild,50.52
shoeblack plant,large,none,72.27
rose,small,mild,88.64
rose,small,strong,70.31
rose,medium,mild,58.77
rose,small,mild,65.73
rose,medium,mild,61.13
rose,small,strong,58.51
rose,medium,mild,65.03
hibiscus,large,none,118.83
hibiscus,large,none,106.87
shoeblack plant,medium,mild,100.05
shoeblack plant,medium,none,117.09
hibiscus,large,none,126.8
hibiscus,large,none,170.92
rose,small,strong,47.34
rose,small,strong,97.85
shoeblack plant,large,none,71.6
hibiscus,large,none,140.22
shoeblack plant,medium,none,145.61
rose,medium,strong,48.49
hibiscus,large,none,161.0
rose,small,mild,94.4
hibiscus,large,none,175.71
hibiscus,large,none,197.65
hibiscus,large,none,167.94
shoeblack plant,large,mild,55.69
hibiscus,large,none,182.27
rose,medium,strong,77.09
shoeblack plant,large,mild,115.44
rose,medium,mild,78.12
hibiscus,large,none,155.09
hibiscus,large,none,167.2
shoeblack plant,large,none,127.05
hibiscus,large,none,174.77
hibiscus,large,none,154.12
rose,medium,strong,59.2
hibiscus,large,none,196.39
hibiscus,large,none,157.75
shoeblack plant,medium,none,131.98
shoeblack plant,large,none,146.36
rose,medium,strong,90.49
hibiscus,large,none,188.32
shoeblack plant,medium,mild,62.05
rose,medium,mild,85.85
rose,medium,mild,78.38
shoeblack plant,large,none,139.45
hibiscus,large,none,159.41
shoeblack plant,medium,none,84.84
shoeblack plant,medium,mild,104.25
shoeblack plant,large,mild,85.57
hibiscus,large,none,114.17
hibiscus,large,none,185.33
shoeblack plant,medium,mild,121.01
shoeblack plant,medium,mild,82.16
rose,medium,strong,66.8
rose,medium,mild,42.3
shoeblack plant,large,mild,81.88
shoeblack plant,large,mild,115.93
rose,medium,mild,35.58
shoeblack plant,large,none,117.74
rose,medium,mild,90.12
rose,medium,mild,73.68
shoeblack plant,medium,mild,70.23
hibiscus,large,none,139.49
rose,medium,strong,71.37
shoeblack plant,large,none,59.95
rose,small,mild,32.68
shoeblack plant,large,mild,143.55
shoeblack plant,large,none,135.17
rose,medium,strong,98.29
hibiscus,large,none,170.75
rose,small,mild,80.6
rose,medium,mild,98.92
shoeblack plant,large,none,109.96
rose,small,strong,62.91
shoeblack plant,medium,mild,130.53
rose,medium,mild,81.75
shoeblack plant,medium,none,122.85
shoeblack plant,large,none,107.58
hibiscus,large,none,104.37
rose,small,mild,62.91
rose,small,mild,74.62
rose,small,strong,45.44
rose,medium,strong,60.77
rose,small,strong,82.06
hibiscus,large,none,177.55
rose,small,mild,90.59
shoeblack plant,large,none,149.26
hibiscus,large,none,198.47
shoeblack plant,large,mild,54.2
shoeblack plant,medium,mild,147.49
shoeblack plant,medium,mild,142.62
shoeblack plant,medium,none,140.88
hibiscus,large,none,149.93
rose,small,mild,87.11
hibiscus,large,none,161.36
hibiscus,large,none,186.45
hibiscus,large,none,169.84
shoeblack plant,medium,none,76.96
hibiscus,large,none,114.11
hibiscus,large,none,194.58
rose,small,strong,35.26
hibiscus,large,none,140.68
shoeblack plant,large,none,70.21
hibiscus,large,none,134.47
shoeblack plant,medium,mild,104.78
hibiscus,large,none,133.62
rose,small,mild,85.71
shoeblack plant,large,mild,110.47
hibiscus,large,none,195.72
hibiscus,large,none,122.34
shoeblack plant,medium,mild,140.48
hibiscus,large,none,174.62
rose,small,mild,99.15
shoeblack plant,medium,mild,60.85
rose,small,mild,54.66
shoeblack plant,large,mild,122.78
hibiscus,large,none,180.0
shoeblack plant,large,mild,112.04
shoeblack plant,medium,mild,145.73
rose,small,strong,45.72
hibiscus,large,none,157.3
rose,medium,mild,55.89
rose,small,mild,88.5
rose,medium,mild,61.73
shoeblack plant,large,none,54.53
hibiscus,large,none,169.3
shoeblack plant,medium,none,109.14
hibiscus,large,none,109.06
rose,medium,mild,62.37
hibiscus,large,none,187.94
rose,medium,strong,44.27
shoeblack plant,large,none,121.37
rose,medium,strong,55.38
hibiscus,large,none,138.06
shoeblack plant,medium,none,64.03
rose,medium,mild,46.35
shoeblack plant,large,none,77.1
hibiscus,large,none,184.66
rose,medium,strong,93.03
shoeblack plant,medium,none,101.94
rose,small,mild,32.02
hibiscus,large,none,101.91
hibiscus,large,none,136.15
shoeblack plant,large,none,126.25
rose,small,strong,91.62
rose,small,strong,33.85
rose,medium,strong,78.29
shoeblack plant,medium,mild,140.8
rose,medium,strong,50.31
rose,medium,strong,63.28
hibiscus,large,none,195.99
rose,medium,strong,93.8
shoeblack plant,large,mild,136.41
hibiscus,large,none,130.0
hibiscus,large,none,143.62
hibiscus,large,none,103.28
rose,small,mild,47.79
hibiscus,large,none,189.01
rose,medium,strong,42.29
shoeblack plant,medium,none,100.59
shoeblack plant,large,none,76.16
rose,small,strong,55.34
hibiscus,large,none,154.6
hibiscus,large,none,126.05
hibiscus,large,none,118.51
shoeblack plant,medium,mild,142.63
hibiscus,large,none,151.12
hibiscus,large,none,162.1
rose,small,mild,40.62
shoeblack plant,large,mild,145.25
hibiscus,large,none,189.64
rose,small,mild,32.84
shoeblack plant,large,none,77.18
shoeblack plant,large,mild,107.64
hibiscus,large,none,162.1
shoeblack plant,large,none,102.13
shoeblack plant,medium,mild,84.12
hibiscus,large,none,163.82
shoeblack plant,medium,none,128.87
hibiscus,large,none,183.16
rose,small,strong,42.52
hibiscus,large,none,104.73
rose,small,strong,44.54
rose,small,mild,32.75
rose,small,mild,88.34
rose,medium,mild,49.89
rose,medium,strong,74.87
hibiscus,large,none,198.41
rose,medium,strong,72.84
hibiscus,large,none,179.63
hibiscus,large,none,102.47
rose,small,mild,88.36
rose,small,strong,48.41
rose,small,strong,62.4
