ID,Movie,Year,Genre,RunTime,Description,IMDB_Score
1518,Arrow,(2012–2020),"Action,Adventure,Crime",42 min,"Still trapped in each other's bodies, Oliver and Barry head to Gotham City with Supergirl to find out why their reality changed and cross paths with the mysterious Kate Kane.",9
1519,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl traces the origins of a mysterious symbol to an ancient prophecy and the mark of the World Killer, Reign.",8.5
1520,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Gorilla Grodd's old unit from Gorilla City breaks into the school to try and rescue their leader from ""captivity"".",0
1521,Gruen XL,(2015– ),"Comedy,Talk-Show",37 min,"The How Do You Sell segment looks at advertisements that tackle equal pay, after Lisa Wilkinson's departure from Today (1982) shone a spotlight on the issue. Two advertising agencies try to...                See full summary »",0
1522,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Coach Wildcat pairs Katana up with Big Barda so she can teach her marshal arts.,0
1523,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Supergirl must work with J'onn to contain the chaos resulting from Myr'nn's psychic disturbances at the DEO; Mon-El teaches Kara fighting techniques he learned in the future for battling Worldkillers.,7.5
1524,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Wonder Woman teaches Frost how to fly her invisible jet when they suddenly come under attack by Killer Moth.,0
1525,Gotham,(2014–2019),"Action,Crime,Drama",43 min,Gordon is called to the scene when the Toy Maker is hired to assassinate a doctor in Gotham; Lee tries to rebuild the Narrows with Nygma's help; Alfred's new life becomes complicated; Ivy shows Selina her new persona.,8
1526,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl remains in a dreamlike state after sustaining injuries from Reign, so Mon-El recruits Brainiac-5, a member of the Legion of Superheroes, to bring her back.",7.7
1527,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Supergirl and Saturn Girl recruit Livewire and Psi for a mission to recover a prisoner from Fort Rozz who knows how to defeat Reign.,7.5
1528,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Morgan Edge accuses Lena of plotting an attempt on his life and Kara steps in to help her.,7.2
1529,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"The DEO captures another Worldkiller, who escapes and attacks the city's subway tunnels.",7.3
1530,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Following the death of his father, Winn must work with his estranged mother to stop a copycat Toyman.",7
1531,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Ivy tracks a secret project on which Wayne Enterprises is working and begins to target anyone that can give her information. Meanwhile, Jerome becomes obsessed with Penguin in Arkham.",8.3
1532,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Ivy picks her next target, leading Gordon and Lucius back to an old friend, as Selina tries to take matters into her own hands. Sofia wants full control of Gotham and turns to Lee about the...                See full summary »",8.3
1533,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Batgirl, Lady Shiva, and Big Barda answer a distress call about a new threat that is attacking the city.",0
1534,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,A mysterious Kryptonian seems to be attacking the city and Supergirl believes that she is the only one that can stop it.,0
1535,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Bullock and Gordon try to track down someone who is key in Sofia's control over Gotham. Meanwhile, Penguin, Lee and Nygma enlist an unlikely ally as they seek revenge, and Selina asks Bruce...                See full summary »",8.8
1536,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Arkham's ""finest"" give Gordon and Bullock a run for their money, as they hatch a plan to escape the asylum. Meanwhile, Bruce devises his own strategy to thwart their plans. Also, Barbara gets an offer she can't refuse.",8.5
1537,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,The students of Super Hero High decide to give a little more this holiday season.,0
1538,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl and Imra have different ideas on how to stop the third Worldkiller, Pestilence. However, when both Alex and Winn are seriously injured by Pestilence, Supergirl and Imra team up to stop the destruction.",7.4
1539,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Still reeling after learning about Lena's secret, Supergirl asks Guardian for a favor that could alter his relationship with Lena forever. Meanwhile, with all three Worldkillers united, Supergirl and the team brace for an epic battle.",7.5
1540,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"When Reign starts hunting Ruby, Supergirl and Alex work together to keep her safe. Supergirl and J'onn look to Sam's mother for advice on how to stop Reign and come away with shocking news.",7.4
1541,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,A disciple of Coville's escapes from what's left of his cult and gives Kara and James a journal that could help save Sam; Guardian is found out.,6.8
1542,Supergirl,(2015–2021),"Action,Adventure,Drama",41 min,"Supergirl is stunned to discover that a part of Krypton survived. Meanwhile, Alex is attacked while out with Ruby, and Lena considers how far will she go to keep Reign contained.",7.2
1543,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Kara makes a major life decision. Meanwhile, J'onn finds out that special DEO-caliber guns have hit the streets of National City.",6.2
1544,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl learns the true depth of Selena's nefarious plans for Earth. Supergirl, Mon-El and Alura must devise a plan to stop her before Selena gets to Earth. J'onn prepares to say goodbye to his father.",7.2
1545,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,Supergirl and her team take on Selena in an epic battle for Earth.,7.5
1546,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Gordon and Bullock try to stay one step ahead as Jerome zeros in on his next target. Meanwhile, Nygma hosts a riddle game show in the Narrows and faces his toughest challenger in Lee ...                See full summary »",8.6
1547,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,The group throws a going away party for Green Lantern as he decides to leave Earth to train at the Green Lantern Corp.,7.5
1548,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Sinestro kidnaps the supers of Super Hero High.,0
1549,Constantine: City of Demons,(2018–2019),"Animation,Short,Fantasy",6 min,"Continuing the events of the 2014-2015 series, John Constantine chases a murderous corpse and runs into an old acquaintance with hidden motives.",7.7
1550,Constantine: City of Demons,(2018–2019),"Animation,Short,Fantasy",6 min,John summons an old friend to assist with Chas's ailing daughter.,7.9
1551,Constantine: City of Demons,(2018–2019),"Animation,Short,Fantasy",6 min,John and Chas arrive in Los Angeles while Rachel and Asa watch over Trish.,7.8
1552,Constantine: City of Demons,(2018–2019),"Animation,Short,Fantasy",6 min,Rachel unknowingly recounts the events of Newcastle.,8.2
1553,Constantine: City of Demons,(2018–2019),"Animation,Short,Fantasy",6 min,John is made a devious offer.,8
1554,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,A Green Lantern Ring has chosen Jessica Cruz as its champion. But she is reluctant to take it.,0
1555,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"The Arkham inmates are still running freely in Gotham and they're only getting more difficult to catch. Gordon develops a plan, but reluctantly has to turn to Bruce for help. Meanwhile, ...                See full summary »",8.9
1556,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Jessica faces her fears as she takes on Sinestro.,0
1557,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Chaos erupts at the GCPD, sending Gordon on a wild goose chase for the culprit behind the mass takeover. Meanwhile, a friend of Bruce's becomes paranoid, resulting in rash and destructive behavior.",8.7
1558,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Gordon and Bullock try to figure out who the clever thief is behind the robberies of various bank branches in Gotham. Meanwhile, Barbara is put in danger, forcing Tabitha to recruit help.",8.1
1559,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Mera has a rough first day at Super Hero High.,0
1560,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Mera tries to save Miss Martian from Firefly.,0
1561,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Krypto tries to befriend Batgirl's new dog, Ace, who would much rather be doing work than play.",0
1562,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"Jeremiah warns a skeptical Gordon of more destruction coming Gotham's way, and Gordon is forced to make a potentially devastating decision. Then, Bruce is forced to come to terms with the future.",9.2
1563,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Krypto and Ace chase after Catwoman's cat, Roz, to recover the jewels that she stole.",0
1564,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,"Even though pets are now allowed at Super Hero High, several of them have a hard time understanding teamwork.",0
1565,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,The pets of Super Hero High work together to rescue their masters.,0
1566,Gotham,(2014–2019),"Action,Crime,Drama",43 min,"As Gotham falls into complete anarchy, a team of unlikely heroes step up to save it. Bullock takes the lead at the GCPD and Bruce's psychological limits are tested as those close to him are put in danger.",9
1567,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Ivy's new experiment accidentally causes everyone at Super Hero High to fall asleep.,0
1568,Supergirl,(2015–2021),"Action,Adventure,Drama",42 min,"Supergirl is called into action when remnants of Cadmus attempt to assassinate pro-alien leaders, but their endgame turns out to be more sinister than she thinks.",7
1569,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Cheetah tries to steal Wonder Woman's Lasso of Truth.,0
1570,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",0,Wonder Woman thinks back to the day when she first got the Lasso.,0
1571,DC Super Hero Girls,(2015–2018),"Animation,Short,Action",21 min,The group goes on a field trip when Giganta starts attacking the city.,0
1572,The Flash,(2014– ),"Action,Adventure,Drama",42 min,"Following Cicada's attack on the Flash, Nora comes up with a plan that puts a member of the team in danger.",8.1
1573,The Flash,(2014– ),"Action,Adventure,Drama",42 min,"Caitlin, Barry, and Cisco learn something new about Caitlin's father; Iris and Sherloque follow a clue about Cicada.",7.8
1574,The Flash,(2014– ),"Action,Adventure,Drama",42 min,"While Nora grapples with unresolved anger over her father's disappearance in the future, Barry and Team Flash must stop a powerful new meta, Weather Witch, from killing her own father, Weather Wizard.",7.7
1575,The Flash,(2014– ),"Action,Adventure,Drama",42 min,"Barry and Oliver wake up to find they've swapped bodies, but Team Flash doesn't believe them, so the two heroes travel to Smallville on Earth-38 to get help from Supergirl.",9.1
1576,The Flash,(2014– ),"Action,Adventure,Drama",42 min,"Barry and Team Flash come up with a plan to stop Cicada. However, the plan calls for Barry and Nora to travel back in time to gather some key necessities. Meanwhile, Sherloque's suspicions ...                See full summary »",9.1
1577,The Flash,(2014– ),"Action,Adventure,Drama",42 min,"Barry and Ralph must go undercover as criminals in an illegal black market to purchase a device that could help them stop Cicada. Once inside, Barry and Ralph find their morality tested as ...                See full summary »",7.6
1578,The Flash,(2014– ),"Action,Adventure,Drama",42 min,"While Nora grapples with the revelation that Thawne killed her grandmother, Team Flash must stop the formidable team-up of a newly sprung from jail Weather Witch and Silver Ghost, a new ...                See full summary »",7.2
